filename,caption,entry_date,entry_slug,have_local,page
P1000416.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000438.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000452.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000457.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000458.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000479.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000533.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000537.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
P1000538.JPG,,2009-05-02,048-roaming-in-romania,,Diary/048_Roaming_in_Romania.html
Blue Mosque.JPG,Blue Mosque,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Dino in Istanbul.JPG,Dino in Istanbul,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Fountain.JPG,Fountain,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Hammock.JPG,Hammock,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Turkey Sign.JPG,Turkey Sign,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Turkish Flag.JPG,Turkish Flag,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
yum.JPG,yum,2009-05-12,049-ollies-delight,,Diary/049_Ollies_Delight.html
Boozey Ollie.JPG,Boozey Ollie,2009-05-13,047-overlanding-life,,Diary/047_Overlanding_Life.html
Dino and Sand.JPG,Dino and Sand,2009-05-13,047-overlanding-life,,Diary/047_Overlanding_Life.html
Kitchen Assistant.JPG,Kitchen Assistant,2009-05-13,047-overlanding-life,,Diary/047_Overlanding_Life.html
P1000307.JPG,,2009-05-13,047-overlanding-life,,Diary/047_Overlanding_Life.html
Air Hostess.JPG,Air Hostess,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Ararat.JPG,Ararat,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Asia.JPG,Asia,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Asmail.JPG,Asmail,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Back.JPG,Back,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Backgammon.JPG,Backgammon,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Cap Church.JPG,Cap Church,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Climb.JPG,Climb,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Hizir Family.JPG,Hizir Family,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Hobbit.JPG,Hobbit,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Kavalte.JPG,Kavalte,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Safronbolu Breakfast.JPG,Safronbolu Breakfast,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Tripppppyy.JPG,Tripppppyy,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
close heads.JPG,close heads,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
crawl.JPG,crawl,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
exit.JPG,exit,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
heads.JPG,heads,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
hill.JPG,hill,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
snake pass.JPG,snake pass,2009-05-18,050-asian-dreams,,Diary/050_Asian_Dreams.html
Arton.JPG,Arton,2009-06-20,051-vive-la-revolution,,Diary/051_vive_la_revolution.html
Desert Road.JPG,Desert Road,2009-06-20,051-vive-la-revolution,,Diary/051_vive_la_revolution.html
chador.JPG,chador,2009-06-29,052-iran-in-a-sack,,Diary/052_Iran_in_a_sack.html
girls questions.JPG,girls questions,2009-06-29,052-iran-in-a-sack,,Diary/052_Iran_in_a_sack.html
illegal backgammon.JPG,illegal backgammon,2009-06-29,052-iran-in-a-sack,,Diary/052_Iran_in_a_sack.html
persepolis.JPG,persepolis,2009-06-29,052-iran-in-a-sack,,Diary/052_Iran_in_a_sack.html
the sack.JPG,the sack,2009-06-29,052-iran-in-a-sack,,Diary/052_Iran_in_a_sack.html
Landie.JPG,Landie,2009-06-30,053-drying-out,,Diary/053_drying_out.html
Mamood.JPG,Mamood,2009-06-30,053-drying-out,,Diary/053_drying_out.html
Yazd Horny Devil.JPG,Yazd Horny Devil,2009-06-30,053-drying-out,,Diary/053_drying_out.html
elgoli.JPG,elgoli,2009-06-30,053-drying-out,,Diary/053_drying_out.html
wildcampe.JPG,wildcampe,2009-06-30,053-drying-out,,Diary/053_drying_out.html
wildwoman.JPG,wildwoman,2009-06-30,053-drying-out,,Diary/053_drying_out.html
Baku Ferry.JPG,Baku Ferry,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Citreons.JPG,Citreons,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Drunks.JPG,Drunks,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Esfahan.JPG,Esfahan,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Ferry Posse.JPG,Ferry Posse,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
King.JPG,King,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Pesepholis.JPG,Pesepholis,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Sunset.JPG,Sunset,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Vodka.JPG,Vodka,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Yazd Sunset.JPG,Yazd Sunset,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
lighthouse_test.jpg,lighthouse test,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
violin.JPG,violin,2009-07-11,054-quick-catch-upt,,Diary/054_quick_catch_upt.html
Andrea.JPG,Andrea,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Cake Eater.JPG,Cake Eater,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Dangerous Stuff.JPG,Dangerous Stuff,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Dinner.JPG,Dinner,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Khiva Chimney.JPG,Khiva Chimney,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Khiva Cityscape.JPG,Khiva Cityscape,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Khiva Wall.JPG,Khiva Wall,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Russ in Uzbek Hospital.JPG,Russ in Uzbek Hospital,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Tajikistan Hills.JPG,Tajikistan Hills,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Yurt Girls.JPG,Yurt Girls,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
bread.JPG,bread,2009-07-24,055-one-russell-cleasby,,Diary/055_one_russell_cleasby.html
Afghan market.JPG,Afghan market,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Big Bike.JPG,Big Bike,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Exploded Road.JPG,Exploded Road,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Iskanderkul.JPG,Iskanderkul,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Jenny Garlic.JPG,Jenny Garlic,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Kyrgyz Girl.JPG,Kyrgyz Girl,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Polka.JPG,Polka,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Russes Bike.JPG,Russes Bike,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Tajik Traffic Jam.JPG,Tajik Traffic Jam,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
VSO.JPG,VSO,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
high road.JPG,high road,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
yurt doc.JPG,yurt doc,2009-08-07,056-mountain-madness-part-1,,Diary/056_mountain_madness_part_1.html
Bloody Hell.jpg,Bloody Hell,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
Bride Oclock.jpg,Bride Oclock,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
Bridge Abduction.jpg,Bridge Abduction,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
CBT Buses.JPG,CBT Buses,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
Coin Grabbing.JPG,Coin Grabbing,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
Inside Yurt.JPG,Inside Yurt,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
YURTS.JPG,YURTS,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
american hitchers.JPG,american hitchers,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
wrestling.jpg,wrestling,2009-08-15,057-mountain-madness-part-2,,Diary/057_mountain_madness_part_2.html
Eagle.JPG,Eagle,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
gimp.JPG,gimp,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
greenlane.JPG,greenlane,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
honey.JPG,honey,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
madcows.jpg,madcows,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
posse.jpg,posse,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
song kol.JPG,song kol,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
switchback.jpg,switchback,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
views.jpg,views,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
waterful.JPG,waterful,2009-09-01,058-mountain-madness-part-3,,Diary/058_mountain_madness_part_3.html
chairman.jpg,chairman,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
desert_resort.jpg,desert resort,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
glacial_resort.JPG,glacial resort,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
jy.jpg,jy,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
mountain.jpg,mountain,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
snakes.jpg,snakes,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
spice.jpg,spice,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
xingjang.jpg,xingjang,2009-09-02,059-crazy-china,,Diary/059_crazy_china.html
Pakistani_road.jpg,Pakistani road,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
basecamp.jpg,basecamp,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
jen_shalwa.jpg,jen shalwa,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
moody.jpg,moody,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
old_shalwa.jpg,old shalwa,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
porters.jpg,porters,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
river_crossing.JPG,river crossing,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
the_happy_couple.jpg,the happy couple,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
wow.jpg,wow,2009-09-15,060-pakistani-smiles,,Diary/060_pakistani_smiles.html
expenses.jpg,expenses,2009-09-24,061-on-the-road-expenses,,Diary/061_on_the_road_expenses.html
bag.jpg,bag,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
bedollie.jpg,bedollie,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
carwas.jpg,carwas,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
fort.jpg,fort,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
serivce.jpg,serivce,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
suspension_bridge.jpg,suspension bridge,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
trucks.jpg,trucks,2009-09-29,062-sober-reflection,,Diary/062_sober_reflection.html
clean_dino.jpg,clean dino,2009-10-07,063-the-tao-of-dino,,Diary/063_The_Tao_of_Dino.html
dave_pump.jpg,dave pump,2009-10-07,063-the-tao-of-dino,,Diary/063_The_Tao_of_Dino.html
bbfatima.JPG,bbfatima,2009-10-30,064-bam-bam,,Diary/064_BAM_BAM.html
scan.jpg,scan,2009-10-30,064-bam-bam,,Diary/064_BAM_BAM.html
camel.jpg,camel,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
clinic.jpg,clinic,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
golden_temple.jpg,golden temple,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
indian_guard.jpg,indian guard,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
prayer_wheels.jpg,prayer wheels,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
ritz_pool.jpg,ritz pool,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
shiva.jpg,shiva,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
tibetan_art.jpg,tibetan art,2009-11-08,065-hindustan-zindabad,,Diary/065_Hindustan_zindabad.html
Goa.JPG,Goa,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
canyon.jpg,canyon,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
church.jpg,church,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
clubhouse.jpg,clubhouse,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
golf.jpg,golf,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
happy couple.jpg,happy couple,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
haridwar1.JPG,haridwar1,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
haridwar2.JPG,haridwar2,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
mainstreet.jpg,mainstreet,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
people.jpg,people,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
postoffice.jpg,postoffice,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
trees.jpg,trees,2009-11-17,066-sprint-to-goa,,Diary/066_sprint_to_Goa.html
goan_mini_meet.jpg,goan mini meet,2009-11-26,067-all-good-things,,Diary/067_all_good_things.html
mooo.jpg,mooo,2009-11-26,067-all-good-things,,Diary/067_all_good_things.html
wierdos.jpg,wierdos,2009-11-26,067-all-good-things,,Diary/067_all_good_things.html
Birdie.JPG,Birdie,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
Jolly.JPG,Jolly,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
Ollie and Jenny.jpg,Ollie and Jenny,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
Xmas.JPG,Xmas,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
backwaters.JPG,backwaters,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
bucke.JPG,bucke,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
chef.JPG,chef,2010-03-21,068-everybody-needs-good-neighbours,,Diary/068_everybody_needs_good_neighbours.html
